county,yearG3,sex,raceCode,CAUSE,Ndeaths,Level,pop,rateSE,aRate,LCI,UCI,aSE,bestRate,bestSE,lowRace,rateRatio,Ztest,pValue,pMark
Kern,2016-2018,Total,Hisp,D04,36,lev2,1444700,0.41531,3.64115,2.4934,5.29149,0.641894,3.64115,0.641894,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,D05,212,lev2,1444700,1.00783,42.6135,37.0184,48.8267,2.95488,29.9074,5.38726,Asian-NH,1.4,2.067909070905366,0.019324287144953933,No Difference
Kern,2016-2018,Total,Hisp,D06,105,lev2,1444700,0.709277,13.6709,10.9134,16.9804,1.48655,13.6709,1.48655,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,D09,53,lev2,1444700,0.503917,7.76426,5.65504,10.4572,1.16239,7.76426,1.16239,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,D10,240,lev2,1444700,1.07233,35.2337,30.6286,40.3904,2.43168,23.0207,1.3043,White-NH,1.5,4.425968631640556,4.800523817127811e-6,Sig. Higher (p<.01)
Kern,2016-2018,Total,Hisp,D11,221,lev2,1444700,1.029,24.4679,21.0855,28.3391,1.78985,19.5323,1.28975,White-NH,1.3,2.2372188792154724,0.01263601901973832,No Difference
Kern,2016-2018,Total,Hisp,D12,59,lev2,1444700,0.531676,3.49875,2.59145,4.84964,0.498004,3.49875,0.498004,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,D66,114,lev2,1444700,0.739049,19.9301,16.3081,24.1483,1.94088,19.9301,1.94088,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,D68,80,lev2,1444700,0.619107,11.5355,8.96115,14.6778,1.3969,11.5355,1.3969,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,D99,78,lev2,1444700,0.61132,11.3754,8.80554,14.5172,1.39567,11.3754,1.39567,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,E01,487,lev2,1444700,1.52751,41.3933,37.4071,45.8156,2.08506,27.9313,4.87322,Asian-NH,1.5,2.5397401455267374,0.005546742866659127,Sig. Higher (p<.01)
Kern,2016-2018,Total,Hisp,E02,110,lev2,1444700,0.725968,7.92925,6.43287,9.85326,0.803518,7.92925,0.803518,Hisp,1,0,0.5,Lowest
Kern,2016-2018,Total,Hisp,E03,173,lev2,1444700,0.910425,11.4158,9.71273,13.521,0.903982,6.91145,0.897408,White-NH,1.7,3.536197292668119,2.0296570692013294e-4,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,A06,52,lev2,989179,0.728999,3.74852,2.7593,5.06718,0.543772,3.69114,0.649584,Hisp,1,0.06773373086921557,0.4729987988045693,No Difference
Kern,2016-2018,Total,White-NH,A07,177,lev2,989179,1.34497,12.5068,10.7034,14.6123,0.955937,12.5068,0.955937,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,A09,28,lev2,989179,0.534939,3.21718,2.13779,4.68921,0.60799,3.09452,0.400784,Hisp,1,0.1684420343396249,0.4331177709337508,No Difference
Kern,2016-2018,Total,White-NH,A99,198,lev2,989179,1.42252,14.5334,12.518,16.8583,1.0666,14.5334,1.0666,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B01,47,lev2,989179,0.693065,3.47798,2.52783,4.75908,0.523884,3.47798,0.523884,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B02,53,lev2,989179,0.735975,3.68808,2.74229,4.95401,0.51865000000000006,3.68808,0.51865000000000006,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B04,163,lev2,989179,1.29068,11.8598,10.0635,13.9651,0.954121,10.3636,1.25183,Hisp,1.1,0.9505815313259818,0.17090842382004978,No Difference
Kern,2016-2018,Total,White-NH,B05,110,lev2,989179,1.06028,7.64069,6.25398,9.33407,0.743029,7.64069,0.743029,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B06,165,lev2,989179,1.29858,11.7409,9.98161,13.805,0.934019,9.27186,1.20256,Hisp,1.3,1.621513757712446,0.052453750933563414,No Difference
Kern,2016-2018,Total,White-NH,B07,543,lev2,989179,2.35573,37.9122,34.7497,41.365,1.64845,15.1022,1.59356,Hisp,2.5,9.94863954196416,0,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,B08,77,lev2,989179,0.887096,5.35842,4.21392,6.81388,0.619206,5.35842,0.619206,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B09,161,lev2,989179,1.28274,11.7663,9.96997,13.8729,0.954466,7.45557,0.962515,Hisp,1.6,3.1801249423556976,7.360578273490903e-4,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,B10,42,lev2,989179,0.655164,3.15499,2.23526,4.4135,0.510223,3.15499,0.510223,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B11,47,lev2,989179,0.693065,3.24564,2.36808,4.44451,0.483421,3.24564,0.483421,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B12,143,lev2,989179,1.20891,10.2215,8.59912,12.148,0.863542,6.93819,1.16317,Hisp,1.5,2.266417377276062,0.0117129203148566,No Difference
Kern,2016-2018,Total,White-NH,B13,46,lev2,989179,0.685653,3.35004,2.43207,4.59584,0.50628,3.35004,0.50628,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B14,91,lev2,989179,0.964375,6.52673,5.23545,8.13002,0.695282,6.52673,0.695282,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,B15,82,lev2,989179,0.915445,6.1178,4.82737,7.73047,0.697591,5.17576,0.875362,Hisp,1.2,0.841613231000391,0.20000224042311654,No Difference
Kern,2016-2018,Total,White-NH,B16,127,lev2,989179,1.13927,9.50421,7.87709,11.4476,0.869211,8.11895,1.15487,Hisp,1.2,0.9583757824470853,0.16893665126062107,No Difference
Kern,2016-2018,Total,White-NH,B17,93,lev2,989179,0.974915,6.83341,5.49004,8.49225,0.723058,4.2958,0.815576,Hisp,1.6,2.3282030059780356,0.009950663325413167,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,B99,256,lev2,989179,1.6175,18.7422,16.4608,21.3286,1.20162,13.9249,1.46442,Hisp,1.3,2.5430345870775852,0.005494717521263959,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,C01,452,lev2,989179,2.14929,32.4271,29.4784,35.6698,1.54011,25.9019,4.93366,Asian-NH,1.3,1.26250464526691,0.10338362791616873,No Difference
Kern,2016-2018,Total,White-NH,C02,1855,lev2,989179,4.35409,134.276,128.117,140.727,3.17907,89.5259,3.94749,Hisp,1.5,8.829152737913395,0,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,C03,489,lev2,989179,2.23553,36.2704,33.0718,39.769,1.66945,28.3063,4.94869,Asian-NH,1.3,1.5249008929544674,0.06364190956592308,No Difference
Kern,2016-2018,Total,White-NH,C04,131,lev2,989179,1.15707,9.98317,8.29933,11.9852,0.898837,6.29069,0.977795,Hisp,1.6,2.7801611318559805,0.0027165966011701848,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,C05,231,lev2,989179,1.5365,16.8496,14.7268,19.2737,1.11946,14.4279,1.63127,Hisp,1.2,1.2240440079258683,0.1104678132611181,No Difference
Kern,2016-2018,Total,White-NH,C99,435,lev2,989179,2.10848,32.5602,29.505,35.9187,1.597,14.2086,1.50845,Hisp,2.3,8.35387373877404,0,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,D01,318,lev2,989179,1.80276,22.98,20.4816,25.7779,1.31124,22.98,1.31124,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,D02,170,lev2,989179,1.3181,13.1333,11.1727,15.4118,1.0407,8.7755,1.14649,Hisp,1.5,2.814416486172969,0.0024432936393066207,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,D04,95,lev2,989179,0.985342,8.31629,6.63549,10.3487,0.906184,3.64115,0.641894,Hisp,2.3,4.209963488583433,1.2770598047939785e-5,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,D05,1013,lev2,989179,3.21758,74.0821,69.5779,78.8765,2.33386,29.9074,5.38726,Asian-NH,2.5,7.52412995934891,2.653433028854124e-14,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,D06,269,lev2,989179,1.65806,20.3295,17.9194,23.0477,1.26834,13.6709,1.48655,Hisp,1.5,3.4074975131639986,3.278075297633576e-4,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,D09,187,lev2,989179,1.38244,13.7878,11.8376,16.0464,1.03287,7.76426,1.16239,Hisp,1.8,3.873702459375259,5.3597137718019994e-5,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,D10,320,lev2,989179,1.80842,23.0207,20.535,25.8042,1.3043,23.0207,1.3043,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,D11,253,lev2,989179,1.608,19.5323,17.086,22.2978,1.28975,19.5323,1.28975,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,D12,32,lev2,989179,0.571874,3.53254,2.39529,5.06121,0.637515,3.49875,0.498004,Hisp,1,0.041769134588695855,0.4833413702800765,No Difference
Kern,2016-2018,Total,White-NH,D66,953,lev2,989179,3.12084,67.943,63.6559,72.5192,2.2227,19.9301,1.94088,Hisp,3.4,16.270969448513966,0,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,D68,200,lev2,989179,1.42968,14.4343,12.4721,16.6997,1.03766,11.5355,1.3969,Hisp,1.3,1.6658482962876888,0.047871816951768675,No Difference
Kern,2016-2018,Total,White-NH,D99,182,lev2,989179,1.36383,13.5627,11.62,15.8153,1.02943,11.3754,1.39567,Hisp,1.2,1.261237304811129,0.10361168094442963,No Difference
Kern,2016-2018,Total,White-NH,E01,820,lev2,989179,2.89489,74.6863,69.413,80.2995,2.73939,27.9313,4.87322,Asian-NH,2.7,8.36345001834935,0,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,E02,193,lev2,989179,1.40444,17.6364,15.1284,20.4915,1.32867,7.92925,0.803518,Hisp,2.2,6.251621441532851,2.0310653159327785e-10,Sig. Higher (p<.01)
Kern,2016-2018,Total,White-NH,E03,63,lev2,989179,0.802409,6.91145,5.26539,8.94269,0.897408,6.91145,0.897408,White-NH,1,0,0.5,Lowest
Kern,2016-2018,Total,White-NH,Z01,35,lev2,989179,0.59808,2.88927,1.98236,4.14727,0.506976,2.88927,0.506976,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,Asian-NH,C02,21,lev2,14885.5,30.7855,101.942,62.5039,164.954,22.6399,87.4319,8.56234,Hisp,1.2,0.5994687337312341,0.27443017695135974,No Difference
Kings,2016-2018,Total,Hisp,A99,31,lev2,252717,2.20316,21.4103,14.1647,31.5054,4.08551,21.4103,4.08551,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,B07,21,lev2,252717,1.81333,17.5129,10.6083,27.5008,3.97495,17.5129,3.97495,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,B99,24,lev2,252717,1.93853,14.3985,8.9817,22.5468,3.09701,14.3985,3.09701,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,C02,115,lev2,252717,4.24341,87.4319,71.4578,106.215,8.56234,87.4319,8.56234,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,C03,50,lev2,252717,2.79802,37.3432,27.2132,50.3478,5.58192,32.4594,4.02472,White-NH,1.2,0.7096912300359742,0.2389478158863112,No Difference
Kings,2016-2018,Total,Hisp,C05,29,lev2,252717,2.13091,22.9907,15.0567,33.925,4.48442,22.9907,4.48442,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,C99,23,lev2,252717,1.89771,16.3589,10,25.6674,3.65294,16.3589,3.65294,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,D05,43,lev2,252717,2.59478,42.5364,30.6915,57.5466,6.5424,42.5364,6.5424,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,D10,27,lev2,252717,2.05612,18.1345,11.6166,27.4882,3.70331,17.5113,2.93935,White-NH,1,0.13180960805814748,0.4475674433662854,No Difference
Kings,2016-2018,Total,Hisp,D11,51,lev2,252717,2.82586,29.8111,21.888,40.2997,4.35804,16.6584,3.02845,White-NH,1.8,2.4783781787272807,0.006599058609223385,Sig. Higher (p<.01)
Kings,2016-2018,Total,Hisp,D66,21,lev2,252717,1.81333,19.1039,11.6443,29.7371,4.28821,19.1039,4.28821,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,Hisp,E01,80,lev2,252717,3.53925,37.548,29.0142,48.5092,4.63667,34.9835,4.48445,White-NH,1.1,0.39756584012524643,0.3454751224540641,No Difference
Kings,2016-2018,Total,Hisp,E03,24,lev2,252717,1.93853,9.26888,5.87014,15.136,1.93628,9.26888,1.93628,Hisp,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,A07,31,lev2,156134,3.56602,16.0312,10.763,23.7667,2.9602,16.0312,2.9602,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,A99,48,lev2,156134,4.43734,23.5073,17.2922,32.0446,3.41701,21.4103,4.08551,Hisp,1.1,0.3937214286201893,0.346893359440384,No Difference
Kings,2016-2018,Total,White-NH,B04,30,lev2,156134,3.50803,14.5322,9.76325,21.7096,2.67923,14.5322,2.67923,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,B06,25,lev2,156134,3.20238,11.6242,7.50424,18.1681,2.33656,11.6242,2.33656,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,B07,93,lev2,156134,6.17652,45.6783,36.7724,56.8213,4.79117,17.5129,3.97495,Hisp,2.6,4.524275483691186,3.0301373143970523e-6,Sig. Higher (p<.01)
Kings,2016-2018,Total,White-NH,B16,24,lev2,156134,3.13768,11.7377,7.48893,18.447,2.41634,11.7377,2.41634,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,B99,41,lev2,156134,4.10104,19.9174,14.2314,27.9556,3.14792,14.3985,3.09701,Hisp,1.4,1.2497568252842117,0.10569419605700525,No Difference
Kings,2016-2018,Total,White-NH,C01,42,lev2,156134,4.15076,20.2348,14.553,28.2506,3.14069,20.2348,3.14069,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,C02,228,lev2,156134,9.67097,110.194,96.2353,126.287,7.3626,87.4319,8.56234,Hisp,1.3,2.0156751607382137,0.021916977325094122,No Difference
Kings,2016-2018,Total,White-NH,C03,66,lev2,156134,5.20325,32.4594,25.0538,42.1409,4.02472,32.4594,4.02472,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,C05,63,lev2,156134,5.08362,30.485,23.3583,39.8885,3.88002,22.9907,4.48442,Hisp,1.3,1.263800053809643,0.10315090094224344,No Difference
Kings,2016-2018,Total,White-NH,C99,65,lev2,156134,5.16368,32.9146,25.2875,42.8548,4.14979,16.3589,3.65294,Hisp,2,2.994589397948836,0.0013740725495396955,Sig. Higher (p<.01)
Kings,2016-2018,Total,White-NH,D05,137,lev2,156134,7.49657,66.1959,55.5446,79.0162,5.67291,42.5364,6.5424,Hisp,1.6,2.732238695460006,0.003145277421689796,Sig. Higher (p<.01)
Kings,2016-2018,Total,White-NH,D06,23,lev2,156134,3.07161,11.7079,7.3725,18.5401,2.47323,11.7079,2.47323,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,D09,29,lev2,156134,3.44907,14.1843,9.37531,21.4429,2.71219,14.1843,2.71219,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,D10,36,lev2,156134,3.84285,17.5113,12.2308,25.1618,2.93935,17.5113,2.93935,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,D11,32,lev2,156134,3.62308,16.6584,11.26,24.5229,3.02845,16.6584,3.02845,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,D66,99,lev2,156134,6.37265,47.3219,38.4248,58.4181,4.77648,19.1039,4.28821,Hisp,2.5,4.396014763455362,5.512821911524135e-6,Sig. Higher (p<.01)
Kings,2016-2018,Total,White-NH,D68,21,lev2,156134,2.93503,9.50172,5.87138,15.5874,2.08023,9.50172,2.08023,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,E01,64,lev2,156134,5.1238,34.9835,26.7506,45.6063,4.48445,34.9835,4.48445,White-NH,1,0,0.5,Lowest
Kings,2016-2018,Total,White-NH,E02,28,lev2,156134,3.38908,15.9182,10.4741,23.9033,3.07369,15.9182,3.07369,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,Hisp,E01,25,lev2,39448.9,12.6746,73.3554,46.7507,112.98,15.1343,73.3554,15.1343,Hisp,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,A07,53,lev2,143736,5.06491,20.2094,14.9688,27.907,2.8765,20.2094,2.8765,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,A99,48,lev2,143736,4.82008,19.5904,14.0719,27.6633,3.05131,19.5904,3.05131,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,B02,21,lev2,143736,3.18818,7.27798,4.4036,12.8928,1.6552,7.27798,1.6552,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,B04,42,lev2,143736,4.50877,16.136,11.2608,23.5882,2.71429,16.136,2.71429,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,B06,25,lev2,143736,3.47859,8.44998,5.42417,14.1344,1.71835,8.44998,1.71835,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,B07,124,lev2,143736,7.7472,45.3807,37.3354,55.7151,4.30546,45.3807,4.30546,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,B09,30,lev2,143736,3.81061,11.096,7.34157,17.4707,2.11691,11.096,2.11691,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,B12,28,lev2,143736,3.6814,10.825,7.11359,17.167,2.09604,10.825,2.09604,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,B99,83,lev2,143736,6.3383,32.0863,25.237,41.3164,3.70553,32.0863,3.70553,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,C01,64,lev2,143736,5.56575,24.6987,18.774,33.0515,3.2318,24.6987,3.2318,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,C02,254,lev2,143736,11.0879,97.2714,85.2321,111.502,6.34489,97.2714,6.34489,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,C03,108,lev2,143736,7.23012,43.82,35.5402,54.4597,4.44634,43.82,4.44634,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,C04,38,lev2,143736,4.2887,14.8624,10.2095,22.1119,2.60027,14.8624,2.60027,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,C05,43,lev2,143736,4.56213,17.1119,12.3447,24.3734,2.63319,17.1119,2.63319,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,C99,81,lev2,143736,6.26147,31.503,24.8395,40.5281,3.60291,31.503,3.60291,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D02,26,lev2,143736,3.54748,11.2789,7.00065,18.333,2.44893,11.2789,2.44893,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D04,24,lev2,143736,3.40831,14.0845,8.38623,22.8544,3.29366,14.0845,3.29366,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D05,173,lev2,143736,9.15075,70.2486,60.1227,82.6002,5.36722,70.2486,5.36722,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D06,63,lev2,143736,5.5221,25.6256,19.1779,34.5847,3.53025,25.6256,3.53025,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D09,41,lev2,143736,4.45477,17.3589,11.879,25.5161,3.06517,17.3589,3.06517,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D10,60,lev2,143736,5.38901,25.1197,18.7685,33.9797,3.47877,25.1197,3.47877,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D11,73,lev2,143736,5.94422,31.9852,24.0659,42.5292,4.33043,31.9852,4.33043,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D66,165,lev2,143736,8.93667,59.8026,50.8301,70.9765,4.76384,59.8026,4.76384,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D68,51,lev2,143736,4.96843,20.9833,15.2103,29.3067,3.18515,20.9833,3.18515,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,D99,35,lev2,143736,4.11593,14.1679,9.59908,21.3573,2.56165,14.1679,2.56165,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,E01,163,lev2,143736,8.88234,81.1339,67.3432,97.5666,7.36435,73.3554,15.1343,Hisp,1.1,0.4621546980590466,0.3219851937407361,No Difference
Lake,2016-2018,Total,White-NH,E02,46,lev2,143736,4.71859,29.6517,20.8726,41.4233,4.87768,29.6517,4.87768,White-NH,1,0,0.5,Lowest
Lake,2016-2018,Total,White-NH,Z01,23,lev2,143736,3.33655,10.2122,6.09516,17.1635,2.37836,10.2122,2.37836,White-NH,1,0,0.5,Lowest
Lassen,2016-2018,Total,White-NH,C02,78,lev2,67376.3,13.1081,87.8264,69.0001,111.75,10.188,87.8264,10.188,White-NH,1,0,0.5,Lowest
Lassen,2016-2018,Total,White-NH,E01,36,lev2,67376.3,8.90521,45.7824,31.6192,65.5442,7.90495,45.7824,7.90495,White-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,AIAN-NH,C02,72,lev2,58886.2,14.4096,90.7896,70.5964,117.208,10.9549,72.5973,1.11338,Asian-NH,1.3,1.6521433331727808,0.0492526675181143,No Difference
Los Angeles,2016-2018,Total,AIAN-NH,D05,26,lev2,58886.2,8.65911,37.5882,24.4753,57.5796,7.42174,27.8143,0.67237,Asian-NH,1.4,1.3115571418385916,0.09483480085490614,No Difference
Los Angeles,2016-2018,Total,AIAN-NH,D11,28,lev2,58886.2,8.98598,35.2817,23.0394,54.2867,6.92431,5.02458,0.306197,Asian-NH,7,4.365428472672996,6.343690721943851e-6,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,AIAN-NH,E01,25,lev2,58886.2,8.49095,34.1975,21.5004,53.9321,7.24605,12.8675,0.517914,Asian-NH,2.7,2.936182238279815,0.0016613952671118426,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,A01,39,lev2,4249770,0.146949,0.68105,0.482158,0.965828,0.110355,0.380864,0.0620588,Hisp,1.8,2.370992421147039,0.008870197427104598,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,A02,25,lev2,4249770,0.117653,0.527313,0.336819,0.812125,0.108307,0.527313,0.108307,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,A06,87,lev2,4249770,0.219479,1.5061,1.20153,1.89206,0.164206,1.5061,0.164206,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,A07,1226,lev2,4249770,0.823909,20.0538,18.9348,21.2454,0.579051,15.6718,0.412619,Hisp,1.3,6.162946293216515,3.5701863687620516e-10,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,A09,78,lev2,4249770,0.207817,2.10258,1.66152,2.63935,0.238347,2.10258,0.238347,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,A99,195,lev2,4249770,0.328588,3.40636,2.93546,3.95612,0.249182,3.40636,0.249182,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B01,123,lev2,4249770,0.260968,2.27506,1.8824,2.74986,0.209846,1.3832,0.115127,Hisp,1.6,3.726137744985856,9.721808835216894e-5,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,B02,80,lev2,4249770,0.210465,1.33224,1.05273,1.69248,0.151045,1.33224,0.151045,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B03,380,lev2,4249770,0.458697,6.46238,5.81747,7.18345,0.337644,3.35564,0.16675,White-NH,1.9,8.249981239355934,1.1102230246251565e-16,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,B04,682,lev2,4249770,0.614506,11.5966,10.7283,12.5398,0.451566,10.5423,0.319789,Hisp,1.1,1.905364311198137,0.028366365505060775,No Difference
Los Angeles,2016-2018,Total,Asian-NH,B05,553,lev2,4249770,0.553346,9.31283,8.54165,10.1589,0.401913,5.74479,0.213041,White-NH,1.6,7.843825551105976,2.220446049250313e-15,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,B06,541,lev2,4249770,0.547309,9.27395,8.49844,10.1249,0.40426,8.66459,0.295136,Hisp,1.1,1.217426790818286,0.11172093748049394,No Difference
Los Angeles,2016-2018,Total,Asian-NH,B07,1337,lev2,4249770,0.860399,22.6876,21.4715,23.9774,0.628941,13.2867,0.375652,Hisp,1.7,12.832499004619821,0,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,B08,41,lev2,4249770,0.15067,0.690512,0.49257,0.973532,0.10963,0.690512,0.10963,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B09,497,lev2,4249770,0.524581,8.70557,7.94024,9.54767,0.399408,7.40307,0.259647,Hisp,1.2,2.734129210124759,0.0031272747612205443,Sig. Higher (p<.01)
Los Angeles,2016-2018,Total,Asian-NH,B10,185,lev2,4249770,0.320052,3.26657,2.80249,3.81011,0.24584,3.26657,0.24584,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B11,196,lev2,4249770,0.329429,3.47138,2.99318,4.02875,0.253011,3.34694,0.175395,Hisp,1,0.40420929512446885,0.34302940953761685,No Difference
Los Angeles,2016-2018,Total,Asian-NH,B12,232,lev2,4249770,0.358408,3.88099,3.39247,4.44603,0.257611,3.88099,0.257611,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B13,117,lev2,4249770,0.254523,1.99671,1.64437,2.42906,0.188512,1.99671,0.188512,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B14,115,lev2,4249770,0.252338,1.94146,1.59912,2.36307,0.183157,1.94146,0.183157,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B15,157,lev2,4249770,0.294838,2.92585,2.46903,3.46537,0.242968,2.92585,0.242968,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B16,335,lev2,4249770,0.430682,5.74911,5.14022,6.43459,0.319319,5.74911,0.319319,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B17,227,lev2,4249770,0.354525,4.13591,3.59888,4.75335,0.283507,4.13591,0.283507,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,B99,650,lev2,4249770,0.599917,11.4601,10.575,12.4218,0.46058,11.4601,0.46058,Asian-NH,1,0,0.5,Lowest
Los Angeles,2016-2018,Total,Asian-NH,C01,1059,lev2,4249770,0.765741,17.5211,16.4675,18.648,0.545832,17.5211,0.545832,Asian-NH,1,0,0.5,Lowest
